ticker,order_id,order_type,current_step,side,price,size,cost,from_position,profit,return_rate
BNBUSDT,1714166160,open,77,long,8.786699999999999732835931354202330112457275390625,5690.4185,50000.00023394999847972464124,-1,0,0
BNBUSDT,1714166195,close,111,short,10.544399999999999550936990999616682529449462890625,5690.4185,60002.04883139999744464354592,1714166160,10002.04859744999896491890467,0.2000409710130082820108595213
BNBUSDT,1714168253,open,2150,long,17.02799999999999869260136620141565799713134765625,3230.0343,55001.02406039999577705756906,-1,0,0
BNBUSDT,1714168258,close,2155,short,17.36299999999999954525264911353588104248046875,3230.0343,56083.08555089999853115045880,1714168253,1082.061490500002754092889745,0.01967347897580460878390665064
BNBUSDT,1714170458,open,4335,long,23.260000000000001563194018672220408916473388671875,2387.8785,55542.05391000000373271738852,-1,0,0
BNBUSDT,1714170461,close,4338,short,23.366399999999995173993738717399537563323974609375,2387.8785,55796.12418239998847608340782,1714170458,254.0702723999847433660193020,0.004574376612209527242006959839
BNBUSDT,1714173527,open,7376,long,36.83940000000000480895323562435805797576904296875,1511.1291,55669.08936654000726694917489,-1,0,0
BNBUSDT,1714173528,close,7377,short,37.1484999999999985220711096189916133880615234375,1511.1291,56136.17937134999776665864601,1714173527,467.0900048099904997094711234,0.008390473243320837819521505311
BNBUSDT,1714173678,open,7525,long,45.98289999999999366764313890598714351654052734375,1215.7266,55902.63467513999230158532328,-1,0,0
BNBUSDT,1714173680,close,7527,short,46.71860000000000212594386539421975612640380859375,1215.7266,56797.04473476000258456650727,1714173678,894.4100596200102829811839910,0.01599942587353143363325933536
BNBUSDT,1714174399,open,8240,long,129.62250000000000227373675443232059478759765625,434.7227,56349.84318075000098844498098,-1,0,0
BNBUSDT,1714174412,close,8253,short,130.866099999999988767740433104336261749267578125,434.7227,56890.46433046999511708179398,1714174399,540.6211497199941286368130022,0.009594013385021786126555326551
BNBUSDT,1714175044,open,8879,long,257.87380000000001700755092315375804901123046875,219.5653,56620.13825914000373426802071,-1,0,0
BNBUSDT,1714175069,close,8904,short,254.321500000000014551915228366851806640625,219.5653,55840.17644395000319509563269,1714175044,-779.9618151900005391723880166,-0.01377534282272957633288395426
BNBUSDT,1714175155,open,8989,long,265.59660000000002355591277591884136199951171875,211.7127,56230.17329682000498708589475,-1,0,0
