unix,open,high,low,close,volume
1648861200000,3511.32,3522.5,3467.31,3482.54,35178.6633
1648864800000,3482.54,3495.14,3445.0,3468.33,20881.298
1648868400000,3468.34,3474.98,3453.12,3474.98,9926.3544
1648872000000,3474.97,3489.08,3462.41,3478.98,12191.531
1648875600000,3478.97,3484.95,3464.66,3481.02,10404.2834
1648879200000,3481.03,3494.17,3471.55,3488.79,14214.6305
1648882800000,3488.78,3496.17,3472.5,3484.64,17848.0759
1648886400000,3484.65,3485.11,3470.25,3477.34,13871.1895
1648890000000,3477.34,3497.29,3472.02,3494.3,13555.5676
1648893600000,3494.3,3495.93,3476.31,3493.71,14016.1375
1648897200000,3493.71,3500.0,3486.99,3488.01,12831.6535
1648900800000,3488.01,3532.2,3464.32,3508.36,55518.0623
1648904400000,3508.37,3526.69,3498.09,3504.27,24442.6031
1648908000000,3504.27,3510.86,3481.55,3489.4,17763.7883
1648911600000,3489.39,3490.13,3445.0,3461.65,41455.2402
1648915200000,3461.65,3487.57,3448.77,3475.31,23397.129
1648918800000,3475.32,3488.41,3465.04,3475.72,10942.3946
1648922400000,3475.71,3483.89,3433.14,3450.44,42269.0231
1648926000000,3450.44,3482.37,3449.2,3470.65,10072.3828
1648929600000,3470.66,3486.0,3453.71,3470.76,16430.2064
1648933200000,3470.75,3479.27,3452.0,3478.03,7147.777
1648936800000,3478.03,3487.11,3456.28,3466.76,11169.6575
1648940400000,3466.77,3471.99,3434.11,3443.77,14799.2252
1648944000000,3443.77,3466.93,3440.52,3466.93,12739.705
1648947600000,3466.86,3466.95,3412.11,3439.58,23745.4521
1648951200000,3439.58,3450.56,3429.0,3430.64,9007.4155
1648954800000,3430.64,3462.43,3427.06,3456.26,10444.4905
1648958400000,3456.27,3476.0,3451.49,3476.0,10723.725
1648962000000,3476.0,3481.99,3471.15,3476.57,9700.4582
1648965600000,3476.57,3508.37,3471.68,3505.19,23472.5501
1648969200000,3505.19,3507.99,3481.71,3490.1,10567.4565
1648972800000,3490.11,3498.47,3473.16,3475.88,10920.0313
1648976400000,3475.89,3510.02,3470.2,3494.07,18777.0359
1648980000000,3494.07,3498.46,3477.54,3484.27,12536.5068
1648983600000,3484.27,3492.13,3472.32,3484.97,10626.3214
1648987200000,3484.96,3508.86,3477.84,3493.34,15305.4212
1648990800000,3493.33,3512.73,3487.44,3498.61,15708.0077
1648994400000,3498.62,3512.87,3481.95,3512.86,9971.8333
1648998000000,3512.86,3519.99,3498.58,3500.36,17032.4093
1649001600000,3500.36,3516.5,3484.0,3488.12,16644.3127
1649005200000,3488.13,3494.88,3479.38,3493.6,11869.918
1649008800000,3493.59,3520.78,3488.12,3509.06,12275.9537
1649012400000,3509.06,3516.94,3487.0,3487.28,16637.9173
1649016000000,3487.28,3505.16,3487.0,3492.65,7082.1725
1649019600000,3492.65,3528.06,3488.54,3528.06,12383.523
1649023200000,3528.04,3580.34,3515.88,3544.48,58416.0367
1649026800000,3544.47,3546.0,3510.0,3521.91,24993.1146
1649030400000,3521.9,3523.33,3468.19,3475.91,35032.7946
1649034000000,3475.92,3494.67,3472.09,3485.8,12462.807
1649037600000,3485.8,3503.84,3477.78,3502.01,10896.9258
1649041200000,3502.01,3508.43,3488.48,3490.09,7956.995
1649044800000,3490.09,3506.83,3479.8,3497.14,11762.0768
1649048400000,3497.15,3507.83,3490.68,3506.14,8239.6773
1649052000000,3506.14,3510.54,3498.94,3502.99,7594.5229
1649055600000,3502.99,3511.93,3490.44,3502.33,13250.747
1649059200000,3502.32,3505.87,3485.0,3494.92,16437.2638
1649062800000,3494.92,3495.83,3463.0,3468.04,21051.7805
1649066400000,3468.03,3482.59,3447.64,3457.22,40766.4762
1649070000000,3457.22,3481.25,3451.47,3479.08,10912.0482
1649073600000,3479.08,3494.06,3458.21,3466.32,15172.3178
1649077200000,3466.32,3486.49,3450.38,3480.16,19264.4924
1649080800000,3480.15,3487.6,3441.8,3447.26,17678.2361
1649084400000,3447.26,3451.77,3421.27,3424.73,28897.812
1649088000000,3424.74,3455.51,3413.0,3449.49,24699.3092
1649091600000,3449.48,3460.68,3419.84,3437.92,23400.4781
1649095200000,3437.92,3463.89,3405.97,3460.92,22533.1846
1649098800000,3460.92,3500.05,3460.91,3491.83,29005.3
1649102400000,3491.84,3518.63,3474.19,3509.5,26064.4016
1649106000000,3509.5,3519.99,3493.5,3508.53,14224.634
1649109600000,3508.53,3547.0,3498.59,3527.17,19547.6041
1649113200000,3527.16,3540.45,3515.59,3519.5,13132.2736
1649116800000,3519.5,3523.69,3500.36,3507.83,11559.4051
1649120400000,3507.82,3522.53,3503.3,3519.99,7274.3095
1649124000000,3519.99,3527.7,3509.95,3514.89,7621.8912
1649127600000,3514.89,3535.61,3514.53,3523.92,10231.7192
1649131200000,3523.91,3534.88,3516.66,3524.08,8562.1608
1649134800000,3524.08,3527.61,3517.97,3520.22,6334.8983
1649138400000,3520.22,3527.15,3508.6,3518.62,10644.0182
1649142000000,3518.61,3536.0,3513.8,3526.93,8698.7917
1649145600000,3526.93,3532.2,3514.44,3524.77,7963.9434
1649149200000,3524.78,3528.07,3507.7,3509.21,6288.7303
1649152800000,3509.22,3520.88,3504.48,3516.4,8516.955
1649156400000,3516.41,3525.15,3510.03,3522.99,7257.5466
1649160000000,3523.0,3555.0,3508.48,3508.49,38153.3484
1649163600000,3508.49,3517.0,3466.83,3477.84,40802.8075
1649167200000,3477.83,3483.81,3439.95,3452.5,58411.4905
1649170800000,3452.49,3468.42,3443.63,3452.49,16155.7794
1649174400000,3452.5,3476.6,3435.17,3466.08,24743.6561
1649178000000,3466.07,3478.0,3450.0,3451.63,17286.9392
1649181600000,3451.63,3456.91,3443.0,3445.37,10426.907
1649185200000,3445.38,3467.65,3418.11,3464.96,24614.516
1649188800000,3464.97,3472.58,3418.0,3442.41,14960.1734
1649192400000,3442.4,3454.28,3426.14,3453.52,9396.7362
1649196000000,3453.53,3462.04,3436.0,3443.99,8871.6867
1649199600000,3443.99,3448.97,3400.0,3406.99,33004.334
1649203200000,3407.0,3407.5,3268.0,3324.48,101268.3674
1649206800000,3324.49,3354.28,3322.81,3344.29,22191.1218
1649210400000,3344.29,3357.41,3340.0,3343.04,9964.6782
1649214000000,3343.04,3350.71,3336.0,3342.85,10588.5982
1649217600000,3342.84,3360.33,3324.11,3359.8,16993.3995
1649221200000,3359.81,3373.64,3355.54,3368.51,10301.6226
1649224800000,3368.5,3373.17,3351.01,3368.26,20067.1722
1649228400000,3368.26,3373.21,3340.0,3345.65,15233.4956
1649232000000,3345.66,3360.0,3333.29,3356.62,13337.6405
1649235600000,3356.62,3358.54,3334.01,3347.77,11748.6369
1649239200000,3347.78,3355.17,3317.3,3327.02,22340.145
1649242800000,3327.02,3331.07,3280.56,3304.7,41590.2058
1649246400000,3304.69,3326.19,3288.03,3306.1,24813.2708
1649250000000,3306.1,3320.85,3250.1,3253.72,51204.255
1649253600000,3253.7,3273.98,3229.13,3257.37,56078.6593
1649257200000,3257.38,3265.19,3217.33,3257.15,38224.6666
1649260800000,3257.16,3261.91,3182.0,3211.87,60792.6382
1649264400000,3211.88,3230.0,3179.04,3218.0,40502.4246
1649268000000,3218.01,3270.28,3171.26,3238.0,79451.7098
1649271600000,3237.99,3249.11,3205.22,3225.33,28994.4187
1649275200000,3225.33,3240.29,3197.59,3233.01,11777.6286
1649278800000,3233.01,3240.69,3213.96,3226.45,10401.3837
1649282400000,3226.46,3232.45,3185.94,3188.68,14785.0274
1649286000000,3188.67,3207.7,3162.39,3168.51,23621.9383
1649289600000,3168.52,3206.59,3143.15,3153.77,42217.9776
1649293200000,3153.77,3196.0,3149.5,3192.0,23672.9393
1649296800000,3192.01,3198.88,3168.12,3184.61,16012.8906
1649300400000,3184.61,3192.9,3168.32,3185.57,13681.4491
1649304000000,3185.56,3211.83,3183.13,3207.0,15311.3016
1649307600000,3206.41,3219.3,3195.54,3218.91,13303.1814
1649311200000,3218.9,3223.44,3202.0,3213.03,11394.5829
1649314800000,3213.02,3234.94,3209.21,3225.12,14592.4539
1649318400000,3225.11,3232.64,3216.22,3224.47,14099.9162
1649322000000,3224.47,3230.66,3203.25,3227.58,14930.8796
1649325600000,3227.58,3230.44,3215.16,3222.75,8263.7806
1649329200000,3222.75,3262.03,3209.62,3251.67,32557.9342
1649332800000,3251.66,3268.98,3228.95,3230.66,26800.8368
1649336400000,3230.66,3236.84,3200.52,3229.75,26084.0805
1649340000000,3229.75,3239.64,3182.25,3188.78,30145.6912
1649343600000,3188.77,3202.41,3159.6,3199.3,45298.5232
1649347200000,3199.29,3222.0,3195.0,3221.29,20651.5443
1649350800000,3221.3,3238.0,3213.11,3225.41,25299.3315
1649354400000,3225.4,3240.6,3222.0,3239.02,12962.9013
1649358000000,3239.01,3247.52,3216.56,3217.96,11885.3888
1649361600000,3217.95,3243.72,3216.51,3238.4,7373.7663
1649365200000,3238.4,3242.77,3197.6,3218.88,10208.994
1649368800000,3218.88,3236.39,3214.48,3236.04,8084.0479
1649372400000,3236.03,3260.01,3225.49,3227.19,13344.9344
1649376000000,3227.2,3245.26,3217.19,3218.95,12236.6808
1649379600000,3218.95,3256.0,3216.43,3248.14,12532.1308
1649383200000,3248.13,3276.0,3244.29,3262.45,19756.7052
1649386800000,3262.44,3269.99,3253.88,3267.66,8115.8975
1649390400000,3267.65,3274.4,3252.93,3258.66,9981.2685
1649394000000,3258.66,3273.8,3248.99,3270.27,11977.9035
1649397600000,3270.27,3280.0,3249.81,3266.72,21604.2345
1649401200000,3266.72,3287.5,3244.75,3286.22,24910.684
1649404800000,3286.23,3314.02,3282.77,3291.96,35761.7693
1649408400000,3291.96,3301.01,3278.63,3288.85,20044.0469
1649412000000,3288.84,3293.0,3272.7,3286.1,12605.5279
1649415600000,3286.1,3286.1,3254.51,3258.46,22526.1618
1649419200000,3258.47,3271.16,3224.11,3236.54,19718.3834
1649422800000,3236.53,3240.57,3209.99,3226.47,34983.7497
1649426400000,3226.47,3304.0,3225.18,3290.92,44645.4647
1649430000000,3290.92,3306.87,3272.39,3281.24,26480.1721
1649433600000,3281.24,3291.7,3259.3,3266.45,16646.2734
1649437200000,3266.44,3269.87,3219.23,3245.04,27872.0596
1649440800000,3245.04,3280.52,3215.0,3258.82,32634.5497
1649444400000,3258.83,3273.99,3230.15,3238.55,19258.784
1649448000000,3238.55,3250.94,3228.69,3249.93,9353.6566
1649451600000,3249.93,3257.76,3213.0,3221.96,9326.1522
1649455200000,3221.97,3228.52,3185.4,3190.72,28086.93
1649458800000,3190.73,3199.02,3173.52,3192.39,21363.3187
1649462400000,3192.39,3217.0,3189.74,3216.01,14850.9571
1649466000000,3216.0,3222.57,3201.01,3217.24,9437.8832
1649469600000,3217.24,3223.01,3184.09,3188.84,12862.2013
1649473200000,3188.84,3218.03,3181.28,3209.88,12320.2788
1649476800000,3209.87,3221.36,3204.04,3207.3,6762.0262
1649480400000,3207.3,3228.23,3203.36,3225.78,5367.3223
1649484000000,3225.78,3227.08,3198.54,3202.03,6371.1642
1649487600000,3202.04,3213.99,3195.69,3209.8,6039.2307
1649491200000,3209.81,3217.29,3200.34,3209.49,6643.3144
1649494800000,3209.48,3213.53,3199.93,3207.67,6996.9004
1649498400000,3207.68,3213.0,3193.0,3212.21,11734.5704
1649502000000,3212.21,3217.21,3207.22,3209.59,5465.4631
1649505600000,3209.58,3232.15,3203.32,3229.72,10279.0184
1649509200000,3229.72,3234.39,3218.79,3221.92,8281.977
1649512800000,3221.93,3230.0,3207.39,3228.39,12730.643
1649516400000,3228.38,3230.26,3199.63,3209.4,15535.4193
1649520000000,3208.45,3227.0,3201.93,3220.64,11788.5652
1649523600000,3220.63,3249.08,3216.6,3241.32,11819.7742
1649527200000,3241.31,3245.67,3229.2,3233.23,4282.5965
1649530800000,3233.23,3239.58,3229.28,3233.35,4578.6069
1649534400000,3233.35,3250.0,3223.45,3223.85,5295.706
1649538000000,3223.85,3250.0,3222.01,3237.33,6391.9587
1649541600000,3237.33,3250.66,3237.33,3247.46,4811.6875
1649545200000,3247.46,3268.4,3241.81,3258.57,11796.9918
1649548800000,3258.57,3262.4,3246.09,3249.56,8323.568
1649552400000,3249.55,3265.96,3246.54,3256.59,5226.7359
1649556000000,3256.58,3261.14,3251.96,3260.42,3440.7354
1649559600000,3260.42,3268.0,3256.0,3257.32,6290.2851
1649563200000,3257.33,3262.83,3251.8,3252.77,4162.4404
1649566800000,3252.77,3258.0,3242.44,3244.65,4304.0288
1649570400000,3244.66,3255.5,3239.33,3251.15,4831.9974
1649574000000,3251.16,3252.57,3234.13,3243.23,5605.1621
1649577600000,3243.24,3253.1,3238.08,3243.14,7510.0879
1649581200000,3243.13,3244.16,3233.16,3240.63,5258.2489
1649584800000,3240.62,3246.26,3233.64,3245.53,5240.9242
1649588400000,3245.52,3256.38,3241.47,3251.78,5035.5312
1649592000000,3251.77,3262.04,3239.3,3244.29,9582.8708
1649595600000,3244.3,3247.95,3232.73,3240.16,6909.023
1649599200000,3240.16,3255.37,3237.33,3251.07,6532.2207
1649602800000,3251.06,3260.49,3247.0,3256.04,6529.3493
1649606400000,3256.04,3278.91,3251.53,3277.66,11903.9099
1649610000000,3277.66,3307.22,3277.65,3295.73,28024.1244
1649613600000,3295.73,3304.29,3287.11,3288.26,8487.6804
1649617200000,3288.27,3299.27,3285.1,3291.7,5712.9933
1649620800000,3291.69,3297.5,3283.76,3288.65,7344.4002
1649624400000,3288.66,3293.32,3270.0,3270.1,7844.8502
1649628000000,3270.1,3277.36,3208.7,3222.55,41683.6128
1649631600000,3222.56,3230.98,3193.0,3203.04,26518.4523
1649635200000,3203.04,3211.4,3175.88,3203.89,28367.5563
1649638800000,3203.89,3213.63,3185.75,3187.09,10701.4856
1649642400000,3187.08,3205.0,3153.0,3163.95,30055.762
1649646000000,3163.95,3176.84,3151.84,3175.31,19423.4793
1649649600000,3175.31,3185.71,3165.43,3179.34,11917.405
1649653200000,3179.33,3187.34,3173.4,3185.28,10830.8922
1649656800000,3185.29,3186.0,3170.78,3177.46,9903.3756
1649660400000,3177.58,3189.98,3166.8,3178.61,14216.652
1649664000000,3178.61,3180.68,3144.01,3161.14,27084.5623
1649667600000,3161.12,3162.81,3076.0,3080.81,62815.2885
1649671200000,3080.81,3091.03,3058.63,3078.04,53234.8075
1649674800000,3078.04,3081.35,3030.0,3051.57,59818.7638
1649678400000,3051.57,3065.78,3033.21,3054.68,26391.2392
1649682000000,3054.68,3060.0,3012.97,3047.92,38826.0747
1649685600000,3047.92,3058.27,3017.04,3025.21,26457.1965
1649689200000,3025.21,3040.0,3002.36,3003.39,24691.3378
1649692800000,3003.39,3026.51,2977.54,3019.67,57117.8426
1649696400000,3019.67,3030.27,2991.93,3023.12,29550.5967
1649700000000,3023.12,3039.99,3008.0,3037.23,18190.5816
1649703600000,3037.22,3040.59,2983.67,3004.6,29409.8859
1649707200000,3004.6,3019.71,2967.0,2992.84,28408.3094
1649710800000,2992.84,3002.81,2950.0,2964.14,27180.9862
1649714400000,2964.13,3014.78,2952.22,3000.19,32479.5973
1649718000000,3000.19,3006.08,2975.11,2979.74,16320.6132
1649721600000,2979.75,2996.93,2962.05,2971.22,22903.8299
1649725200000,2971.21,2988.71,2957.35,2972.41,17736.2352
1649728800000,2972.42,2978.36,2950.0,2966.5,16634.5264
1649732400000,2966.49,2984.94,2965.35,2983.04,11830.2936
1649736000000,2983.04,3003.0,2971.38,3000.92,18668.332
1649739600000,3000.92,3020.76,2992.62,3018.98,21374.1226
1649743200000,3018.97,3027.72,3001.43,3006.52,23228.3224
1649746800000,3006.51,3027.11,2997.53,3025.23,22511.9197
1649750400000,3025.23,3034.97,3018.63,3025.99,17811.7414
1649754000000,3025.98,3029.31,3005.84,3025.31,19976.7483
1649757600000,3025.31,3028.82,3011.54,3016.61,12976.163
1649761200000,3016.61,3047.05,3013.22,3040.97,28162.1059
1649764800000,3040.96,3081.79,3025.57,3079.76,65164.5426
1649768400000,3079.75,3085.0,3048.0,3052.11,51871.6792
1649772000000,3052.1,3055.49,3014.97,3027.46,47518.9533
1649775600000,3027.46,3057.3,3025.08,3044.98,21210.0305
1649779200000,3044.98,3064.0,3021.75,3042.26,32555.641
1649782800000,3042.27,3050.0,3026.03,3033.1,17730.8837
1649786400000,3033.09,3037.57,2998.88,3001.69,23274.2269
1649790000000,3001.69,3006.62,2968.09,2972.8,29563.863
1649793600000,2972.8,2995.0,2967.02,2987.26,16237.3786
1649797200000,2987.26,3013.24,2985.32,3009.74,11734.6409
1649800800000,3009.74,3022.01,2994.74,3013.81,15589.9811
1649804400000,3013.81,3036.55,3011.53,3027.66,13256.7893
1649808000000,3027.65,3043.91,3022.93,3026.31,17359.5571
1649811600000,3026.32,3030.3,3005.5,3030.04,11235.2371
1649815200000,3030.05,3052.49,3018.87,3046.14,15256.3718
1649818800000,3046.15,3068.0,3042.02,3049.09,14031.518
1649822400000,3049.1,3060.6,3041.42,3060.03,7762.51
1649826000000,3060.02,3070.0,3051.94,3064.66,11559.8858
1649829600000,3064.67,3067.73,3038.65,3048.54,9635.6118
1649833200000,3048.54,3065.01,3043.74,3051.36,15671.0378
1649836800000,3051.35,3059.84,3048.42,3055.6,10271.6422
1649840400000,3055.59,3060.0,3043.91,3050.42,11896.5255
1649844000000,3050.41,3056.99,3029.41,3032.47,14590.6851
1649847600000,3032.47,3046.0,3012.0,3014.09,17326.6072
1649851200000,3014.09,3029.3,3004.4,3006.48,21548.0977
1649854800000,3006.48,3086.87,2996.86,3079.12,42719.7422
1649858400000,3079.11,3099.51,3061.33,3072.92,43382.964
1649862000000,3072.92,3116.44,3072.71,3093.42,31956.9642
1649865600000,3093.43,3120.48,3081.98,3086.49,29371.8893
1649869200000,3086.5,3086.99,3069.06,3081.65,16805.9064
1649872800000,3081.64,3107.21,3073.34,3106.35,12902.6749
1649876400000,3106.36,3114.74,3083.12,3086.03,14296.6851
1649880000000,3086.03,3113.83,3082.44,3105.26,10356.4137
1649883600000,3105.27,3111.85,3091.31,3105.88,8383.0902
1649887200000,3105.89,3128.37,3100.34,3122.91,17448.4267
1649890800000,3122.91,3128.97,3110.52,3118.28,13331.4502
1649894400000,3118.28,3126.4,3110.54,3118.91,13910.12
1649898000000,3118.91,3145.0,3115.72,3139.12,14084.7634
1649901600000,3139.13,3143.53,3123.21,3126.35,13489.7298
1649905200000,3126.34,3128.34,3113.07,3117.9,12046.3696
1649908800000,3117.9,3126.82,3107.52,3112.13,10891.4882
1649912400000,3112.13,3115.59,3103.88,3110.39,10761.2671
1649916000000,3110.4,3114.38,3099.16,3107.27,9105.4426
1649919600000,3107.28,3119.96,3101.01,3113.5,10350.5767
1649923200000,3113.5,3122.16,3106.02,3107.53,10377.1307
1649926800000,3107.53,3108.26,3084.08,3100.32,20257.6049
1649930400000,3100.32,3104.86,3075.92,3078.94,19766.2558
1649934000000,3078.93,3089.0,3068.63,3072.78,13754.766
1649937600000,3072.78,3091.1,3069.88,3086.95,15291.5852
1649941200000,3086.94,3099.56,3042.59,3046.6,40518.8384
1649944800000,3046.6,3059.36,3030.95,3043.67,36311.779
1649948400000,3043.67,3050.32,3011.97,3015.9,30222.2377
1649952000000,3015.9,3025.0,2999.79,3015.9,35309.9967
1649955600000,3015.9,3023.76,3006.56,3021.82,14523.3289
1649959200000,3021.83,3025.96,2982.09,2983.61,22615.2698
1649962800000,2983.61,3002.04,2976.3,2995.75,18598.762
1649966400000,2995.75,3014.1,2983.61,3013.84,13365.1807
1649970000000,3013.85,3021.04,3010.0,3019.8,6801.2659
1649973600000,3019.8,3026.51,3011.12,3014.67,9633.5792
1649977200000,3014.66,3025.13,3013.65,3021.98,6395.2189
1649980800000,3021.98,3037.87,3013.41,3015.47,14538.4192
1649984400000,3015.47,3027.35,3013.22,3023.38,5675.6833
1649988000000,3023.39,3030.5,3018.12,3024.67,8726.3008
1649991600000,3024.67,3043.29,3022.76,3042.0,13959.0483
1649995200000,3042.0,3046.9,3029.52,3032.85,10155.2829
1649998800000,3032.85,3044.48,3029.15,3038.77,7659.3207
1650002400000,3038.77,3042.8,3019.13,3023.17,8383.743
1650006000000,3023.18,3046.41,3010.85,3034.62,15958.9477
1650009600000,3034.62,3040.54,3017.08,3025.0,11739.4965
1650013200000,3025.0,3034.34,3017.39,3024.05,8042.5706
1650016800000,3024.06,3040.63,3023.27,3031.13,10571.7021
1650020400000,3031.14,3037.22,3018.74,3027.28,9308.7699
1650024000000,3027.28,3031.65,3017.4,3021.29,6311.9864
1650027600000,3021.29,3030.55,3003.68,3006.9,19844.11
1650031200000,3006.9,3060.92,2993.13,3036.39,33150.0265
1650034800000,3036.16,3043.77,3025.51,3028.88,12082.7231
1650038400000,3028.88,3029.25,3009.23,3022.94,12207.6034
1650042000000,3022.95,3040.0,3020.48,3031.34,8365.1305
1650045600000,3031.33,3034.7,3026.0,3029.33,6536.2245
1650049200000,3029.33,3030.44,3019.54,3022.81,5323.6913
1650052800000,3022.82,3030.7,3018.5,3030.69,5357.6349
1650056400000,3030.69,3035.2,3027.38,3035.2,4286.1011
1650060000000,3035.19,3038.5,3025.88,3032.99,4905.7715
1650063600000,3032.99,3044.82,3030.28,3040.56,6536.0099
1650067200000,3040.57,3045.0,3034.98,3042.57,6242.4866
1650070800000,3042.57,3050.12,3038.97,3040.4,7220.7815
1650074400000,3040.39,3045.96,3035.98,3040.96,4623.3764
1650078000000,3040.96,3043.38,3035.37,3038.29,5640.6439
1650081600000,3038.29,3048.52,3037.11,3044.66,4697.5717
1650085200000,3044.67,3046.96,3037.66,3041.76,4878.7161
1650088800000,3041.77,3041.77,3035.29,3037.74,2878.6745
1650092400000,3037.74,3040.8,3033.27,3034.64,4736.4564
1650096000000,3034.64,3041.84,3027.71,3034.96,8344.5053
1650099600000,3034.96,3038.83,3031.51,3033.73,5104.7379
1650103200000,3033.74,3042.99,3032.69,3039.48,5595.2139
1650106800000,3039.48,3047.11,3038.0,3039.48,6356.624
1650110400000,3039.48,3046.18,3034.34,3043.41,8870.3817
1650114000000,3043.41,3044.51,3035.36,3041.54,6218.7238
1650117600000,3041.53,3047.38,3034.0,3046.73,5958.4249
1650121200000,3046.73,3058.9,3010.03,3017.5,29147.3446
1650124800000,3017.51,3027.84,3013.79,3026.17,8719.1276
1650128400000,3026.17,3029.04,3018.52,3020.16,4546.6898
1650132000000,3020.16,3026.49,3017.34,3025.58,3177.1478
1650135600000,3025.59,3028.9,3023.11,3024.39,3739.8666
1650139200000,3024.4,3044.0,3022.71,3032.79,5523.4369
1650142800000,3032.79,3054.53,3032.78,3050.12,7451.1702
1650146400000,3050.13,3086.1,3050.12,3060.99,20233.4972
1650150000000,3060.98,3072.0,3058.28,3059.3,6446.8172
1650153600000,3059.3,3064.5,3053.97,3056.56,5524.3526
1650157200000,3056.57,3061.73,3054.01,3057.34,3923.7208
1650160800000,3057.34,3057.73,3027.38,3031.77,9275.5985
1650164400000,3031.77,3036.12,3022.0,3029.38,7331.5998
1650168000000,3029.37,3039.58,3028.8,3037.35,4384.8453
1650171600000,3037.34,3046.21,3034.22,3042.22,4460.1478
1650175200000,3042.22,3044.92,3038.61,3042.06,4294.9217
1650178800000,3042.06,3044.29,3032.03,3037.97,3971.0608
1650182400000,3037.96,3054.83,3037.48,3040.94,6865.1442
1650186000000,3040.94,3049.77,3040.94,3043.1,5203.4739
1650189600000,3043.11,3045.82,3038.02,3041.95,2978.215
1650193200000,3041.96,3048.66,3038.86,3048.05,5556.7759
1650196800000,3048.05,3056.63,3042.8,3048.0,6347.3954
1650200400000,3047.99,3083.0,3046.03,3061.27,31516.295
1650204000000,3061.27,3074.86,3052.94,3063.73,12020.974
1650207600000,3063.74,3080.6,3058.06,3073.0,13877.2928
1650211200000,3073.01,3078.48,3055.71,3058.7,10473.5305
1650214800000,3058.69,3062.14,3043.37,3050.37,8558.1665
1650218400000,3050.37,3052.26,3022.96,3031.99,15857.0344
1650222000000,3031.99,3059.81,3028.38,3052.08,10224.4423
1650225600000,3052.08,3057.57,3043.28,3045.54,5094.8043
1650229200000,3045.54,3056.31,3037.05,3054.83,4539.9799
