datetime,open,high,low,close,volume
2018-01-02,39.00418472290039,42.30363082885742,39.00418472290039,42.30363082885742,58358470
2018-01-03,43.12849044799805,43.5998420715332,41.360931396484375,41.71444320678711,61682039
2018-01-04,41.71444320678711,42.77497863769531,41.00741958618164,42.77497863769531,38892824
2018-01-05,43.48200607299805,44.189029693603516,43.12849044799805,44.07119369506836,67537906
2018-01-08,43.5998420715332,43.83551788330078,42.657142639160156,43.364166259765625,21396677
2018-01-09,43.364166259765625,43.364166259765625,42.657142639160156,42.892818450927734,10019308
2018-01-10,42.892818450927734,43.01065444946289,41.71444320678711,41.832279205322266,15365183
2018-01-11,42.067955017089844,43.364166259765625,41.95011901855469,42.067955017089844,15373793
2018-01-12,42.185794830322266,42.657142639160156,41.832279205322266,42.42146682739258,9837230
2018-01-15,42.892818450927734,43.12849044799805,42.42146682739258,42.539306640625,9531781
2018-01-16,42.42146682739258,42.539306640625,41.832279205322266,41.95011901855469,10867108
2018-01-17,41.71444320678711,42.77497863769531,41.47876739501953,42.539306640625,13141685
2018-01-18,42.42146682739258,43.01065444946289,42.185794830322266,42.657142639160156,15027829
2018-01-19,42.657142639160156,42.892818450927734,42.30363082885742,42.539306640625,8793609
2018-01-22,42.539306640625,42.539306640625,41.1252555847168,41.24309539794922,19126794
2018-01-23,41.1252555847168,41.1252555847168,40.18255615234375,40.41823196411133,15616373
2018-01-24,40.41823196411133,41.59660720825195,40.300392150878906,41.47876739501953,14157508
2018-01-25,41.24309539794922,41.47876739501953,40.77174377441406,41.00741958618164,8341311
2018-01-26,41.00741958618164,41.00741958618164,40.536067962646484,40.653907775878906,4412431
2018-01-29,40.77174377441406,41.24309539794922,40.653907775878906,41.24309539794922,4980862
2018-01-30,41.24309539794922,41.24309539794922,40.300392150878906,40.536067962646484,7271371
2018-01-31,40.300392150878906,40.88957977294922,40.064720153808594,40.653907775878906,4437412
2018-02-01,40.653907775878906,40.77174377441406,40.300392150878906,40.41823196411133,6216400
2018-02-02,40.41823196411133,40.41823196411133,39.59336853027344,39.59336853027344,10565354
2018-02-05,38.65066909790039,39.00418472290039,38.061485290527344,38.76850891113281,11374020
2018-02-06,37.707969665527344,37.94364547729492,35.35122299194336,36.05824661254883,24493297
2018-02-07,37.000946044921875,37.59013366699219,36.529598236083984,36.529598236083984,12586224
2018-02-08,36.64743423461914,37.000946044921875,35.822574615478516,35.94041061401367,9644952
2018-02-09,34.40852355957031,35.94041061401367,33.8193359375,35.58689880371094,8745871
2018-02-12,36.05824661254883,36.293922424316406,35.58689880371094,35.58689880371094,6758801
2018-02-21,36.17608642578125,37.000946044921875,35.94041061401367,36.529598236083984,6716185
2018-02-22,36.41175842285156,37.23662185668945,36.41175842285156,36.7652702331543,8160765
2018-02-23,37.000946044921875,37.1187858581543,36.529598236083984,36.529598236083984,5162356
2018-02-26,36.7652702331543,36.88311004638672,36.41175842285156,36.41175842285156,5820500
2018-02-27,36.88311004638672,37.1187858581543,36.41175842285156,36.41175842285156,6885956
2018-03-01,36.41175842285156,37.47229766845703,36.41175842285156,37.47229766845703,10609611
2018-03-02,36.7652702331543,37.000946044921875,36.529598236083984,36.64743423461914,7500100
2018-03-05,36.529598236083984,36.7652702331543,35.822574615478516,35.822574615478516,8728821
2018-03-06,36.17608642578125,36.293922424316406,35.46906280517578,35.46906280517578,9020988
2018-03-07,35.58689880371094,36.05824661254883,35.46906280517578,35.46906280517578,5354350
2018-03-08,35.704734802246094,35.94041061401367,35.58689880371094,35.58689880371094,3794174
2018-03-09,35.822574615478516,36.7652702331543,35.822574615478516,36.41175842285156,7918551
2018-03-12,37.000946044921875,37.59013366699219,37.000946044921875,37.35445785522461,9059283
2018-03-13,37.35445785522461,37.35445785522461,36.88311004638672,37.000946044921875,5880711
2018-03-14,36.88311004638672,37.000946044921875,36.7652702331543,37.000946044921875,3339963
2018-03-15,36.7652702331543,37.000946044921875,36.64743423461914,36.7652702331543,2950577
2018-03-16,36.88311004638672,37.000946044921875,36.529598236083984,36.7652702331543,4929932
2018-03-19,36.88311004638672,38.41499710083008,36.7652702331543,38.1793212890625,15640088
2018-03-20,37.94364547729492,38.1793212890625,37.707969665527344,38.061485290527344,8749731
2018-03-21,37.47229766845703,37.825809478759766,37.1187858581543,37.47229766845703,13662917
2018-03-22,37.59013366699219,37.825809478759766,37.000946044921875,37.1187858581543,5726736
2018-03-23,36.05824661254883,36.529598236083984,36.05824661254883,36.293922424316406,6666852
2018-03-26,35.822574615478516,36.05824661254883,35.58689880371094,35.822574615478516,8308599
2018-03-27,36.293922424316406,36.529598236083984,35.822574615478516,36.05824661254883,4671725
2018-03-28,35.822574615478516,35.94041061401367,35.46906280517578,35.58689880371094,7503016
2018-03-29,35.704734802246094,35.822574615478516,35.35122299194336,35.46906280517578,5771658
2018-03-30,35.58689880371094,35.822574615478516,35.46906280517578,35.58689880371094,4509356
2018-04-02,35.822574615478516,36.05824661254883,35.704734802246094,35.822574615478516,2819806
2018-04-03,35.704734802246094,35.822574615478516,35.35122299194336,35.704734802246094,3793825
2018-04-09,35.704734802246094,36.05824661254883,35.58689880371094,35.704734802246094,3655447
2018-04-10,35.704734802246094,35.822574615478516,35.46906280517578,35.58689880371094,4017807
2018-04-11,35.704734802246094,35.822574615478516,35.46906280517578,35.46906280517578,4210894
