datetime,open,high,low,close,volume,order_type,side,open_price,cost,from_position,profit,return_rate,size
2020-03-02 14:00:00,165.31,166.57,163.73,165.23,10570036,,,,,,,,
2020-03-02 15:00:00,165.23,165.9,162.31,164.78,9462687,,,,,,,,
2020-03-02 16:00:00,164.78,168.53,164.4,168.51,9728335,,,,,,,,
2020-03-02 17:00:00,168.51,168.8,166.84,168.6499,6126881,,,,,,,,
2020-03-02 18:00:00,168.65,168.75,166.43,167.13,4289590,,,,,,,,
2020-03-02 19:00:00,167.13,167.6,164.14,165.58,5468113,,,,,,,,
2020-03-02 20:00:00,165.61,172.92,165.53,172.85,12795802,,,,,,,,
2020-03-02 21:00:00,172.79,172.88,172.08,172.59,1811305,,,,,,,,
2020-03-03 14:00:00,173.8,174.0,168.0,168.8088,9346852,,,,,,,,
2020-03-03 15:00:00,168.8,175.0,168.67,171.701,12869321,,,,,,,,
2020-03-03 16:00:00,171.65,171.91,167.0575,169.9199,6782870,,,,,,,,
2020-03-03 17:00:00,169.91,170.48,167.5,168.0976,4616413,,,,,,,,
2020-03-03 18:00:00,168.04,168.06,164.0,164.08,6058969,,,,,,,,
2020-03-03 19:00:00,164.08,165.45,162.26,164.8183,8770069,,,,,,,,
2020-03-03 20:00:00,164.86,167.3401,163.54,164.38,12855210,,,,,,,,
2020-03-03 21:00:00,164.36,164.68,164.36,164.68,1445600,,,,,,,,
2020-03-04 14:00:00,168.485,169.28,165.94,167.36,6816375,,,,,,,,
2020-03-04 15:00:00,167.34,168.9,166.45,166.87,6264866,,,,,,,,
2020-03-04 16:00:00,166.89,167.65,165.62,166.01,4653848,,,,,,,,
2020-03-04 17:00:00,166.039,168.02,166.039,168.02,3553614,,,,,,,,
2020-03-04 18:00:00,168.01,168.8,167.6,167.95,3873621,,,,,,,,
2020-03-04 19:00:00,167.95,168.64,167.3,167.866,4242216,,,,,,,,
2020-03-04 20:00:00,167.86,170.7,167.57,170.54,11253634,,,,,,,,
2020-03-04 21:00:00,170.55,170.7,170.3,170.32,1284352,,,,,,,,
2020-03-05 14:00:00,166.045,167.82,165.6944,167.1,5599891,,,,,,,,
2020-03-05 15:00:00,167.09,169.6699,166.43,169.064,5586362,,,,,,,,
2020-03-05 16:00:00,169.07,170.87,167.945,168.36,5399252,,,,,,,,
2020-03-05 17:00:00,168.37,168.78,166.13,166.8,4899309,,,,,,,,
2020-03-05 18:00:00,166.78,168.49,166.46,167.797,4499804,,,,,,,,
2020-03-05 19:00:00,167.78,169.2,166.6,167.18,3736658,,,,,,,,
2020-03-05 20:00:00,167.205,167.61,165.69,166.24,10126765,,,,,,,,
2020-03-05 21:00:00,166.23,166.66,166.12,166.65,977532,,,,,,,,
2020-03-06 14:00:00,162.61,163.11,159.67,160.59,9353747,,,,,,,,
2020-03-06 15:00:00,160.59,162.44,159.08,161.39,10873940,,,,,,,,
2020-03-06 16:00:00,161.4,161.98,160.12,160.3596,5877905,,,,,,,,
2020-03-06 17:00:00,160.36,160.58,159.0,159.55,6424992,,,,,,,,
2020-03-06 18:00:00,159.55,160.776,158.76,158.93,5843711,,,,,,,,
2020-03-06 19:00:00,158.92,158.98,156.56,157.04,8333689,,,,,,,,
2020-03-06 20:00:00,157.03,163.03,156.0,161.57,16324206,,,,,,,,
2020-03-06 21:00:00,161.57,161.57,161.01,161.01,869572,,,,,,,,
2020-03-09 13:00:00,151.0,156.93,150.0,155.11,8847345,,,,,,,,
2020-03-09 14:00:00,155.14,157.75,153.4804,154.32,12316747,,,,,,,,
2020-03-09 15:00:00,154.31,157.43,154.31,156.49,7819403,,,,,,,,
2020-03-09 16:00:00,156.49,157.33,154.36,154.9,5196153,,,,,,,,
2020-03-09 17:00:00,154.98,155.68,152.05,152.5,5254732,,,,,,,,
2020-03-09 18:00:00,152.54,153.98,151.32,153.0548,7045155,,,,,,,,
2020-03-09 19:00:00,153.08,154.94,150.5,150.62,14810148,,,,,,,,
2020-03-09 20:00:00,151.2,152.4,150.27,150.27,444341,,,,,,,,
2020-03-10 13:00:00,158.16,158.3,155.38,156.86,7270028,,,,,,,,
2020-03-10 14:00:00,156.84,159.01,154.77,154.79,8163155,,,,,,,,
2020-03-10 15:00:00,154.78,156.19,152.58,153.94,8002232,,,,,,,,
2020-03-10 16:00:00,153.95,158.13,153.95,155.69,5674748,,,,,,,,
2020-03-10 17:00:00,155.71,157.06,154.08,154.59,5803263,,,,,,,,
2020-03-10 18:00:00,154.635,158.07,153.41,157.21,6396983,,,,,,,,
2020-03-10 19:00:00,157.21,161.03,156.795,161.03,13977014,,,,,,,,
2020-03-10 20:00:00,160.92,161.1,160.55,160.75,1238987,,,,,,,,
2020-03-11 13:00:00,157.13,157.7,155.01,156.64,6228698,,,,,,,,
2020-03-11 14:00:00,156.63,157.25,154.55,155.2,6725135,,,,,,,,
2020-03-11 15:00:00,155.19,155.69,153.94,154.86,5063701,,,,,,,,
2020-03-11 16:00:00,154.89,156.7146,153.65,154.0233,5336955,,,,,,,,
2020-03-11 17:00:00,154.03,154.466,152.93,154.18,4937426,,,,,,,,
2020-03-11 18:00:00,154.21,154.6,152.32,152.72,6926669,,,,,,,,
2020-03-11 19:00:00,152.7599,155.72,151.15,153.56,14190240,,,,,,,,
2020-03-11 20:00:00,153.63,154.33,153.52,153.86,360806,,,,,,,,
2020-03-12 13:00:00,145.3,149.9299,141.59,147.26,10398146,,,,,,,,
2020-03-12 14:00:00,147.25,147.51,143.53,146.52,14314706,,,,,,,,
2020-03-12 15:00:00,146.555,146.6,141.74,143.23,9620706,,,,,,,,
2020-03-12 16:00:00,143.2,149.93,141.07,148.06,9880691,,,,,,,,
2020-03-12 17:00:00,148.0644,153.47,143.91,147.2618,9038757,,,,,,,,
2020-03-12 18:00:00,147.2499,147.88,142.91,143.17,7446420,,,,,,,,
2020-03-12 19:00:00,143.24,145.16,138.58,138.76,19162401,,,,,,,,
2020-03-12 20:00:00,138.83,139.55,138.78,139.55,1343762,,,,,,,,
2020-03-13 13:00:00,147.5,148.67,143.0,144.67,11890501,,,,,,,,
2020-03-13 14:00:00,144.64,147.78,143.0,143.1699,12340502,,,,,,,,
2020-03-13 15:00:00,143.13,145.4,140.73,144.37,10183827,,,,,,,,
2020-03-13 16:00:00,144.33,146.52,142.4,144.9,7907266,,,,,,,,
2020-03-13 17:00:00,144.93,147.47,143.525,146.65,6497760,,,,,,,,
2020-03-13 18:00:00,146.6269,146.6535,143.1,144.7,7054602,,,,,,,,
2020-03-13 19:00:00,144.64,161.91,141.99,158.85,20968259,,,,,,,,
2020-03-13 20:00:00,158.64,158.88,157.01,157.44,570312,,,,,,,,
2020-03-16 13:00:00,140.0,144.2,137.49,142.528,9189505,,,,,,,,
2020-03-16 14:00:00,142.51,147.7699,141.25,145.64,13617353,,,,,,,,
2020-03-16 15:00:00,145.53,149.35,145.0,146.07,9808175,,,,,,,,
2020-03-16 16:00:00,146.05,146.62,142.455,142.51,7077918,,,,,,,,
2020-03-16 17:00:00,142.5,145.57,140.22,140.78,7404247,,,,,,,,
2020-03-16 18:00:00,140.76,144.48,138.15,142.8976,8954887,,,,,,,,
2020-03-16 19:00:00,142.8908,144.3,135.0,135.4144,19820285,,,,,,,,
2020-03-16 20:00:00,135.0,138.4,135.0,136.4,47461,,,,,,,,
2020-03-17 13:00:00,140.0,141.46,135.42,136.305,9754796,,,,,,,,
2020-03-17 14:00:00,136.34,142.98,135.0,142.11,12842422,,,,,,,,
2020-03-17 15:00:00,142.08,146.0,142.0,145.52,10847123,,,,,,,,
2020-03-17 16:00:00,145.5,147.4998,141.39,143.269,9143880,,,,,,,,
2020-03-17 17:00:00,143.28,145.48,140.5,144.6,6424208,,,,,,,,
2020-03-17 18:00:00,144.63,146.92,143.29,145.5245,7867863,,,,,,,,
2020-03-17 19:00:00,145.535,147.49,142.01,146.57,15024589,,,,,,,,
2020-03-17 20:00:00,146.57,146.59,145.81,146.0,171857,,,,,,,,
2020-03-18 13:00:00,138.0,144.053,136.8,143.07,9034285,,,,,,,,
2020-03-18 14:00:00,143.1,146.0,141.66,142.34,8953821,,,,,,,,
2020-03-18 15:00:00,142.37,144.11,140.54,143.33,8374545,,,,,,,,
2020-03-18 16:00:00,143.33,143.4,139.42,139.43,7316703,,,,,,,,
2020-03-18 17:00:00,138.35,140.18,135.52,138.4155,9740508,,,,,,,,
2020-03-18 18:00:00,138.45,138.91,135.02,138.6125,10342761,,,,,,,,
2020-03-18 19:00:00,138.63,144.72,135.57,142.13,18572836,,,,,,,,
2020-03-18 20:00:00,140.4,140.4,139.73,140.39,198301,,,,,,,,
2020-03-19 13:00:00,142.77,144.8,139.0,144.735,9354175,,,,,,,,
2020-03-19 14:00:00,144.717,148.5,141.16,143.05,14759450,,,,,,,,
2020-03-19 15:00:00,143.01,147.42,142.22,145.645,10204093,,,,,,,,
2020-03-19 16:00:00,145.61,148.0,143.92,146.9085,7416132,,,,,,,,
2020-03-19 17:00:00,146.95,150.15,146.21,149.48,6714395,,,,,,,,
2020-03-19 18:00:00,149.49,149.6947,146.82,147.41,6884186,,,,,,,,
2020-03-19 19:00:00,147.46,148.6,141.58,142.67,15300126,,,,,,,,
2020-03-19 20:00:00,142.71,142.93,142.0,142.0,335253,,,,,,,,
2020-03-20 13:00:00,146.0,146.5,143.13,144.79,15158277,,,,,,,,
2020-03-20 14:00:00,144.82,147.1,144.06,146.875,9603544,,,,,,,,
2020-03-20 15:00:00,146.85,146.98,143.42,144.18,9104243,,,,,,,,
2020-03-20 16:00:00,144.165,144.925,141.0,142.755,8446909,,,,,,,,
2020-03-20 17:00:00,142.75,144.0,142.11,142.589,5182375,,,,,,,,
2020-03-20 18:00:00,142.575,143.53,138.96,139.5,8510895,,,,,,,,
2020-03-20 19:00:00,139.54,141.4,135.86,136.77,16547334,,,,,,,,
2020-03-20 20:00:00,136.77,137.4,136.46,137.35,491958,,,,,,,,
2020-03-23 13:00:00,137.01,139.0,134.52,138.99,12242504,,,,,,,,
2020-03-23 14:00:00,138.955,140.57,135.61,135.695,10057986,,,,,,,,
2020-03-23 15:00:00,135.74,137.03,132.52,134.74,9967937,,,,,,,,
2020-03-23 16:00:00,134.71,140.0,134.64,139.3,9228985,,,,,,,,
2020-03-23 17:00:00,139.33,139.89,135.5,136.3412,6982850,open,long,136.3412,49900.8792,-1,0.0,0.0,366.0
2020-03-23 18:00:00,136.39,137.6199,134.8,135.42,6348583,,,,,,,,
2020-03-23 19:00:00,135.46,137.25,133.67,135.56,14559631,,,,,,,,
2020-03-23 20:00:00,135.98,135.98,135.64,135.85,459047,,,,,,,,
2020-03-24 13:00:00,143.75,144.86,141.47,142.07,8967577,,,,,,,,
2020-03-24 14:00:00,142.04,145.3498,141.27,143.865,11162796,close,short,143.865,52654.59,1714024917,2753.7108000000085,0.0551836128771055,366.0
2020-03-24 15:00:00,143.87,146.0,143.0,145.9339,9333488,,,,,,,,
2020-03-24 16:00:00,145.936,149.6,145.61,146.1358,10038670,,,,,,,,
2020-03-24 17:00:00,146.16,147.75,144.59,144.91,7770619,,,,,,,,
2020-03-24 18:00:00,144.92,147.35,143.42,147.3,8610144,,,,,,,,
2020-03-24 19:00:00,147.26,148.5,145.53,148.34,14798775,,,,,,,,
2020-03-24 20:00:00,148.34,148.63,147.62,147.64,758342,,,,,,,,
2020-03-25 13:00:00,148.91,151.256,147.38,147.44,9873365,,,,,,,,
2020-03-25 14:00:00,147.43,148.7,144.44,148.415,8788167,,,,,,,,
2020-03-25 15:00:00,148.42,148.56,146.71,147.55,6685393,,,,,,,,
2020-03-25 16:00:00,147.54,150.45,147.415,149.81,8466900,,,,,,,,
2020-03-25 17:00:00,149.85,154.33,149.55,153.35,9672841,,,,,,,,
2020-03-25 18:00:00,153.37,154.0,151.1696,151.9,8189600,,,,,,,,
2020-03-25 19:00:00,151.91,153.15,146.0,146.85,13208965,,,,,,,,
2020-03-25 20:00:00,146.89,146.92,146.46,146.63,1109159,,,,,,,,
2020-03-26 13:00:00,148.4,152.63,148.37,151.94,7007266,,,,,,,,
2020-03-26 14:00:00,152.0,154.24,151.2201,153.2,9689735,,,,,,,,
2020-03-26 15:00:00,153.14,153.9751,151.76,153.4001,6316594,open,long,153.4001,51235.6334,-1,0.0,0.0,334.0
2020-03-26 16:00:00,153.47,154.0,152.84,153.85,5204900,close,short,153.85,51385.9,1714024939,150.2665999999951,0.0029328533684136,334.0
2020-03-26 17:00:00,153.85,154.0,151.6701,152.62,4764566,,,,,,,,
2020-03-26 18:00:00,152.62,154.07,152.159,153.6,5271968,,,,,,,,
2020-03-26 19:00:00,153.59,156.66,152.421,156.11,14622141,,,,,,,,
2020-03-26 20:00:00,156.13,156.13,155.2,155.5,1195587,,,,,,,,
2020-03-27 13:00:00,151.75,152.31,149.25,150.26,8843990,,,,,,,,
2020-03-27 14:00:00,150.29,151.3,149.2,150.58,6883466,,,,,,,,
2020-03-27 15:00:00,150.57,153.12,150.55,151.3,5391055,,,,,,,,
2020-03-27 16:00:00,151.28,152.42,150.61,152.2,3975822,,,,,,,,
2020-03-27 17:00:00,152.2155,153.8,151.87,153.075,4784671,,,,,,,,
2020-03-27 18:00:00,153.09,154.5,152.7001,153.9621,5114513,,,,,,,,
2020-03-27 19:00:00,153.94,154.89,149.2601,149.61,12313764,,,,,,,,
2020-03-27 20:00:00,149.7,150.0,149.6,149.8,841578,,,,,,,,
2020-03-30 13:00:00,152.44,156.93,150.01,156.0804,9159008,,,,,,,,
2020-03-30 14:00:00,156.12,158.25,156.0601,157.34,8952523,open,long,157.34,51450.18,-1,0.0,0.0,327.0
2020-03-30 15:00:00,157.315,159.29,157.22,158.6099,7087193,,,,,,,,
2020-03-30 16:00:00,158.62,160.0,157.6,159.92,6751840,,,,,,,,
2020-03-30 17:00:00,159.91,160.07,158.9,159.5127,6287880,,,,,,,,
2020-03-30 18:00:00,159.5,160.58,158.59,159.935,6217895,,,,,,,,
2020-03-30 19:00:00,159.93,160.6,158.65,160.3,11570446,close,short,160.3,52418.1,1714024954,967.9200000000026,0.0188127621710944,327.0
2020-03-30 20:00:00,160.23,160.36,159.56,159.88,929439,,,,,,,,
2020-03-31 13:00:00,159.4,159.97,157.96,158.63,8424734,,,,,,,,
2020-03-31 14:00:00,158.59,164.78,158.59,162.75,15501500,,,,,,,,
2020-03-31 15:00:00,162.75,163.61,160.28,161.1018,8725311,,,,,,,,
2020-03-31 16:00:00,161.1008,161.26,158.81,159.2677,7717206,,,,,,,,
2020-03-31 17:00:00,159.2633,160.93,158.86,160.67,5581469,,,,,,,,
2020-03-31 18:00:00,160.675,160.76,159.45,160.19,4958129,,,,,,,,
2020-03-31 19:00:00,160.22,160.62,156.56,157.64,14455263,,,,,,,,
2020-03-31 20:00:00,157.71,158.25,157.4,157.49,1990483,,,,,,,,
2020-04-01 13:00:00,153.0,156.24,152.66,154.94,8242057,,,,,,,,
2020-04-01 14:00:00,155.0,156.57,154.52,156.35,6864844,,,,,,,,
2020-04-01 15:00:00,156.355,157.75,154.63,155.085,7396221,,,,,,,,
2020-04-01 16:00:00,155.07,155.13,152.8,152.81,6036477,,,,,,,,
2020-04-01 17:00:00,152.8,153.89,152.67,153.71,5356049,,,,,,,,
2020-04-01 18:00:00,153.69,154.22,151.32,151.4102,5543070,,,,,,,,
2020-04-01 19:00:00,151.415,153.0,150.82,151.94,11075034,,,,,,,,
2020-04-01 20:00:00,152.11,152.2,152.04,152.2,976226,,,,,,,,
2020-04-02 13:00:00,151.86,155.12,150.36,151.674,6989186,,,,,,,,
2020-04-02 14:00:00,151.665,154.55,151.36,153.425,7971352,,,,,,,,
2020-04-02 15:00:00,153.41,155.01,152.86,154.86,4902423,,,,,,,,
2020-04-02 16:00:00,154.91,155.48,153.74,154.26,4201265,,,,,,,,
2020-04-02 17:00:00,154.28,154.9348,151.86,152.9499,4715537,,,,,,,,
2020-04-02 18:00:00,152.94,153.09,151.3,153.02,5617050,,,,,,,,
2020-04-02 19:00:00,153.03,155.48,152.53,155.26,9268476,,,,,,,,
2020-04-02 20:00:00,155.26,155.26,155.0,155.17,1201380,,,,,,,,
2020-04-03 13:00:00,155.1,156.94,154.45,156.34,4697342,,,,,,,,
