ticker,order_id,order_type,current_step,side,price,size,cost,from_position,profit,return_rate
NFLX.US,1714031259,open,3,long,351.68999999999999772626324556767940521240234375,142,49939.97999999999967712938087,-1,0,0
NFLX.US,1714031262,close,6,short,364.6399999999999863575794734060764312744140625,142,51778.87999999999806277628522,1714031259,1838.899999999998385646904353,0.03682220137052514633637641239
NFLX.US,1714031263,open,7,long,356.3600000000000136424205265939235687255859375,142,50603.12000000000193722371478,-1,0,0
NFLX.US,1714031265,close,9,short,360.06000000000000227373675443232059478759765625,142,51128.52000000000032287061913,1714031263,525.3999999999983856469043530,0.01038275900774494468983685943
NFLX.US,1714031303,open,47,long,371.05500000000000682121026329696178436279296875,137,50834.53500000000093450580607,-1,0,0
NFLX.US,1714031304,close,48,short,372.94999999999998863131622783839702606201171875,137,51094.14999999999844249032321,1714031303,259.6149999999975079845171421,0.005107059600328743111586253197
NFLX.US,1714031372,open,116,long,383.98000000000001818989403545856475830078125,133,51069.34000000000241925590672,-1,0,0
NFLX.US,1714031373,close,117,short,393.25970000000000936779542826116085052490234375,133,52303.54010000000124591679196,1714031372,1234.200099999998826660885243,0.02416714412208966805120996428
NFLX.US,1714031374,open,118,long,394.1000000000000227373675443232059478759765625,131,51627.10000000000297859514831,-1,0,0
NFLX.US,1714031377,close,121,short,396.56000000000000227373675443232059478759765625,131,51949.36000000000029785951483,1714031374,322.2599999999973192643665243,0.006242070540471909146005983234
NFLX.US,1714031397,open,140,long,444.55000000000001136868377216160297393798828125,117,52012.35000000000133013600134,-1,0,0
NFLX.US,1714031399,close,142,short,444.200000000000045474735088646411895751953125,117,51971.40000000000532054400537,1714031397,-40.94999999999600959199597128,-0.0007873130131592979079922862196
NFLX.US,1714031412,open,155,long,434.06450000000000954969436861574649810791015625,119,51653.67550000000113641362987,-1,0,0
NFLX.US,1714031413,close,156,short,443.069999999999936335370875895023345947265625,119,52725.32999999999242390913423,1714031412,1071.654499999991287495504366,0.02074691664487634116024184016
NFLX.US,1714031437,open,180,long,431.85000000000007958078640513122081756591796875,121,52253.85000000000962927515502,-1,0,0
NFLX.US,1714031439,close,182,short,432.01999999999998181010596454143524169921875,121,52274.41999999999779902282171,1714031437,20.56999999998816974766668863,0.0003936552043531369642055544177
NFLX.US,1714031532,open,275,long,441.30000000000001136868377216160297393798828125,119,52514.70000000000135287336889,-1,0,0
NFLX.US,1714031537,close,279,short,444.2099999999999226929503493010997772216796875,119,52860.98999999999080046109157,1714031532,346.2899999999894475877226795,0.006594153636981444027418376829
NFLX.US,1714031695,open,436,long,431.50999999999993406163412146270275115966796875,122,52644.21999999999195551936282,-1,0,0
NFLX.US,1714031705,close,446,short,435.4099999999999681676854379475116729736328125,122,53120.01999999999611645762343,1714031695,475.8000000000041609382606112,0.009038029246135743556358359569
NFLX.US,1714031726,open,467,long,421.5,125,52687.5,-1,0,0
NFLX.US,1714031730,close,471,short,422.220000000000027284841053187847137451171875,125,52777.50000000000341060513165,1714031726,90.00000000000341060513164848,0.001708185053380847650868453589
NFLX.US,1714031742,open,483,long,445.2899999999999636202119290828704833984375,119,52989.50999999999567080521956,-1,0,0
NFLX.US,1714031749,close,490,short,447.76999999999998181010596454143524169921875,119,53284.62999999999783540260978,1714031742,295.1200000000021645973902196,0.005569404208493382722512924712
NFLX.US,1714031767,open,508,long,457.174999999999954525264911353588104248046875,116,53032.29999999999472493072972,-1,0,0
NFLX.US,1714031771,close,512,short,466.07999999999998408384271897375583648681640625,116,54065.27999999999815372575540,1714031767,1032.980000000003428795025684,0.01947831793077055929206355443
NFLX.US,1714031786,open,527,long,458.6499999999999772626324556767940521240234375,117,53662.04999999999733972799731,-1,0,0
NFLX.US,1714031792,close,533,short,465.33999999999997498889570124447345733642578125,117,54444.77999999999707370079705,1714031786,782.7299999999997339727997315,0.01458628583887495488480756087
NFLX.US,1714031814,open,555,long,452.81000000000000227373675443232059478759765625,119,53884.39000000000027057467378,-1,0,0
NFLX.US,1714031816,close,557,short,451.3500000000000227373675443232059478759765625,119,53710.65000000000270574673777,1714031814,-173.7399999999975648279360030,-0.003224310417172720410410496689
NFLX.US,1714031825,open,566,long,479.009999999999990905052982270717620849609375,112,53649.11999999999898136593401,-1,0,0
NFLX.US,1714031831,close,572,short,482.08999999999997498889570124447345733642578125,112,53994.07999999999719875631854,1714031825,344.9599999999982173903845251,0.006429928393979215762348546054
NFLX.US,1714031876,open,616,long,544.6499999999999772626324556767940521240234375,99,53920.34999999999774900061311,-1,0,0
NFLX.US,1714031881,close,621,short,570.049999999999954525264911353588104248046875,99,56434.94999999999549800122622,1714031876,2514.599999999997749000613112,0.04663545396125948466538127787
NFLX.US,1714031890,open,630,long,514.0049999999999954525264911353588104248046875,107,54998.53499999999951342033455,-1,0,0
NFLX.US,1714031891,close,631,short,519.8500000000000227373675443232059478759765625,107,55623.95000000000243289832724,1714031890,625.4150000000029194779926911,0.01137148471318377707717352687
NFLX.US,1714031892,open,632,long,518.8600000000000136424205265939235687255859375,107,55518.02000000000145973899635,-1,0,0
NFLX.US,1714031893,close,633,short,525.1200000000000045474735088646411895751953125,107,56187.84000000000048657966545,1714031892,669.8199999999990268406691030,0.01206491153683072647816055481
NFLX.US,1714031923,open,663,long,495.8999999999999772626324556767940521240234375,113,56036.69999999999743067746749,-1,0,0
NFLX.US,1714031925,close,665,short,502.3500000000000227373675443232059478759765625,113,56765.55000000000256932253251,1714031923,728.8500000000051386450650170,0.01300665456745320784527560812
